from_node_id,to_node_id,distance_km,travel_time_min
35,26,12.147,27.94
35,27,15.643,35.98
35,28,16.087,41.83
35,29,12.91,33.57
35,30,17.084,39.29
35,31,16.687,38.38
35,32,9.682,22.27
35,33,12.499,25.0
35,34,12.497,24.99
35,36,17.557,35.11
35,37,2.692,7.0
35,38,4.928,12.81
35,39,19.06,43.84
35,40,17.308,45.0
35,41,19.112,43.96
35,42,17.711,40.74
35,43,13.873,36.07
35,44,2.717,7.06
35,45,10.256,23.59
35,46,19.277,50.12
35,47,17.769,35.54
35,48,20.3,52.78
35,49,12.431,28.59
35,50,13.065,26.13
35,51,9.535,19.07
35,52,13.215,34.36
35,53,8.818,20.28
35,54,17.475,45.44
35,55,18.745,43.11
35,56,2.237,4.47
35,57,18.745,48.74
35,58,2.972,5.94
35,59,4.402,11.45
35,60,19.398,50.43
35,61,7.473,14.95
35,62,3.799,9.88
35,63,2.974,5.95
35,64,22.067,44.13
35,65,19.263,44.3
35,66,17.189,39.54
35,67,4.734,12.31
35,68,11.645,26.78
35,69,18.861,37.72
35,70,18.968,43.63
35,71,11.326,22.65
35,72,17.328,39.86
35,73,2.511,6.53
35,74,13.898,36.13
35,75,19.799,51.48
35,76,12.245,28.16
35,77,17.395,40.01
35,78,16.584,33.17
35,79,18.934,37.87
35,80,10.766,24.76
35,81,11.689,26.89
35,82,16.153,32.31
35,83,14.297,28.59
35,84,19.058,49.55
35,85,12.474,28.69
35,86,16.904,38.88
35,87,11.14,22.28
35,88,7.259,16.7
35,89,16.12,32.24
35,90,4.827,11.1
35,91,17.382,39.98
35,92,12.839,29.53
35,93,12.191,31.7
35,94,15.818,31.64
35,95,14.897,38.73
35,96,16.598,38.18
35,97,16.993,33.99
35,98,22.686,45.37
35,99,11.728,26.98
35,100,13.313,30.62
35,101,17.246,39.67
35,102,4.059,9.34
35,103,16.292,42.36
35,104,20.44,47.01
35,105,17.537,45.6
35,106,12.604,25.21
35,107,3.893,7.79
35,108,14.683,33.77
35,109,20.354,40.71
35,110,9.625,22.14
35,111,15.217,35.0
35,112,10.925,21.85
35,113,19.808,51.5
35,114,20.499,41.0
35,115,10.292,20.58
35,116,11.381,29.59
35,117,17.964,41.32
35,118,2.794,5.59
35,119,8.441,19.41
35,120,8.263,16.53
35,121,10.841,24.94
35,122,18.791,48.86
35,123,14.5,37.7
35,124,18.672,48.55
35,125,18.578,37.16
35,126,15.818,41.13
35,127,17.578,45.7
35,128,9.718,25.27
35,129,1.458,2.92
35,130,2.925,6.73
35,131,19.498,39.0
35,132,4.809,11.06
35,133,3.496,9.09
35,134,23.283,53.55
35,135,14.977,34.45
35,136,4.096,10.65
35,137,2.133,5.55
35,138,12.111,31.49
35,139,9.278,18.56
35,140,16.972,33.94
35,141,3.675,8.45
35,142,1.917,4.98
35,143,20.955,41.91
35,144,16.092,37.01
35,145,9.329,21.46
35,146,19.265,38.53
35,147,18.131,41.7
35,148,3.976,10.34
35,149,16.926,38.93
35,150,18.425,36.85
35,151,21.22,42.44
35,152,12.614,32.8
35,153,9.779,22.49
35,154,14.234,37.01
35,155,16.39,42.62
35,156,17.196,44.71
35,157,8.277,16.55
35,158,12.018,24.04
35,159,5.682,14.77
35,160,6.634,13.27
35,161,18.502,42.56
35,162,12.452,28.64
35,163,16.73,43.5
35,164,15.279,39.73
35,165,20.065,52.17
35,166,12.604,25.21
35,167,13.97,36.32
35,168,17.232,39.63
35,169,13.947,36.26
35,170,20.272,52.71
35,171,4.226,9.72
35,172,1.52,3.95
35,173,12.948,33.66
35,174,5.187,11.93
35,175,24.317,48.63
35,176,17.921,46.59
35,177,13.417,34.88
35,178,17.735,35.47
35,179,17.313,34.63
35,180,3.192,6.38
35,181,14.932,34.34
35,182,3.847,7.69
35,183,16.973,44.13
35,184,10.744,24.71
35,185,4.339,9.98
35,186,5.002,13.01
35,187,15.892,36.55
35,188,7.808,20.3
35,189,4.441,10.21
35,190,14.427,33.18
35,191,10.077,23.18
35,192,14.722,33.86
35,193,9.352,21.51
35,194,2.108,4.22
35,195,15.869,31.74
35,196,12.184,28.02
35,197,6.078,15.8
35,198,11.57,30.08
35,199,2.719,6.25
35,200,3.799,7.6
36,0,7.257,16.69
36,1,18.934,37.87
36,2,3.32,7.64
36,3,17.981,35.96
36,4,14.118,28.24
36,5,4.799,11.04
36,6,13.981,36.35
36,7,12.444,28.62
36,8,5.847,11.69
36,9,13.7,35.62
36,10,8.477,19.5
36,11,12.728,33.09
36,12,19.258,44.29
36,13,12.727,25.45
36,14,0.808,1.86
36,15,10.531,27.38
36,16,18.958,37.92
36,17,14.366,28.73
36,18,1.509,3.47
36,19,15.678,31.36
36,20,14.733,29.47
36,21,14.693,38.2
36,22,16.794,33.59
36,23,9.695,22.3
36,24,2.562,6.66
36,25,11.807,30.7
36,26,13.763,31.66
36,27,14.446,33.23
36,28,12.351,32.11
36,29,14.635,38.05
36,30,0.975,2.24
36,31,3.403,7.83
36,32,10.959,25.21
36,33,9.895,19.79
36,34,14.156,28.31
36,35,17.557,35.11
36,37,16.936,44.03
36,38,15.603,40.57
36,39,4.302,9.89
36,40,9.794,25.46
36,41,1.563,3.59
36,42,1.093,2.51
36,43,13.752,35.76
36,44,15.326,39.85
36,45,10.867,25.0
36,46,1.899,4.94
36,47,0.45,0.9
36,48,2.743,7.13
36,49,8.48,19.5
36,50,12.269,24.54
36,51,16.402,32.8
36,52,13.693,35.6
36,53,10.332,23.76
36,54,12.607,32.78
36,55,2.161,4.97
36,56,18.844,37.69
36,57,1.377,3.58
36,58,16.393,32.79
36,59,15.85,41.21
36,60,1.934,5.03
36,61,23.424,46.85
36,62,15.133,39.35
36,63,15.825,31.65
36,64,4.978,9.96
36,65,10.334,23.77
36,66,14.498,33.35
36,67,12.913,33.57
36,68,11.191,25.74
36,69,1.325,2.65
36,70,2.104,4.84
36,71,10.861,21.72
36,72,1.518,3.49
36,73,15.255,39.66
36,74,11.382,29.59
36,75,2.262,5.88
36,76,6.624,15.24
36,77,15.906,36.58
36,78,8.89,17.78
36,79,2.779,5.56
36,80,13.947,32.08
36,81,17.388,39.99
36,82,1.625,3.25
36,83,11.037,22.07
36,84,14.607,37.98
36,85,10.627,24.44
36,86,3.83,8.81
36,87,14.773,29.55
36,88,12.955,29.8
36,89,2.666,5.33
36,90,15.878,36.52
36,91,0.576,1.33
36,92,12.95,29.79
36,93,10.682,27.77
36,94,4.101,8.2
36,95,6.513,16.94
36,96,4.515,10.39
36,97,0.712,1.42
36,98,5.528,11.06
36,99,8.128,18.69
36,100,11.873,27.31
36,101,3.791,8.72
36,102,15.411,35.44
36,103,11.194,29.1
36,104,2.924,6.73
36,105,11.485,29.86
36,106,9.78,19.56
36,107,13.831,27.66
36,108,12.026,27.66
36,109,2.844,5.69
36,110,11.62,26.73
36,111,13.041,29.99
36,112,8.938,17.88
36,113,2.369,6.16
36,114,2.943,5.89
36,115,11.634,23.27
36,116,11.985,31.16
36,117,1.316,3.03
36,118,16.414,32.83
36,119,13.258,30.49
36,120,14.919,29.84
36,121,9.652,22.2
36,122,1.744,4.53
36,123,3.332,8.66
36,124,1.967,5.12
36,125,14.891,29.78
36,126,2.412,6.27
36,127,0.907,2.36
36,128,10.173,26.45
36,129,17.9,35.8
36,130,18.618,42.82
36,131,1.964,3.93
36,132,19.515,44.88
36,133,17.503,45.51
36,134,6.254,14.38
36,135,2.585,5.95
36,136,17.833,46.37
36,137,18.183,47.28
36,138,11.688,30.39
36,139,17.573,35.15
36,140,4.118,8.24
36,141,16.34,37.58
36,142,17.877,46.48
36,143,3.437,6.87
36,144,4.388,10.09
36,145,12.951,29.79
36,146,3.32,6.64
36,147,1.417,3.26
36,148,18.091,47.04
36,149,9.72,22.36
36,150,0.867,1.73
36,151,3.936,7.87
36,152,11.286,29.34
36,153,11.06,25.44
36,154,13.749,35.75
36,155,4.119,10.71
36,156,0.407,1.06
36,157,14.357,28.71
36,158,11.14,22.28
36,159,15.773,41.01
36,160,12.937,25.87
36,161,14.396,33.11
36,162,14.877,34.22
36,163,11.612,30.19
36,164,10.297,26.77
36,165,3.567,9.27
36,166,10.467,20.93
36,167,11.665,30.33
36,168,13.662,31.42
36,169,4.637,12.06
36,170,6.675,17.35
36,171,15.337,35.28
36,172,16.665,43.33
36,173,17.086,44.42
36,174,13.995,32.19
36,175,7.209,14.42
36,176,13.029,33.87
36,177,12.965,33.71
36,178,1.27,2.54
36,179,16.268,32.54
36,180,15.982,31.96
36,181,9.023,20.75
36,182,15.136,30.27
36,183,0.761,1.98
36,184,9.978,22.95
36,185,15.305,35.2
36,186,18.286,47.54
36,187,13.563,31.19
36,188,14.381,37.39
36,189,17.512,40.28
36,190,13.325,30.65
36,191,14.602,33.58
36,192,9.04,20.79
36,193,10.071,23.16
36,194,16.869,33.74
36,195,1.955,3.91
36,196,14.963,34.41
36,197,19.553,50.84
36,198,7.959,20.69
36,199,15.86,36.48
36,200,19.556,39.11
37,0,9.686,28.09
37,1,3.094,8.04
37,2,13.62,39.5
37,3,1.767,4.59
37,4,3.572,9.29
37,5,19.211,55.71
37,6,9.322,29.83
37,7,9.517,27.6
37,8,22.734,59.11
37,9,14.503,46.41
37,10,16.598,48.13
37,11,11.713,37.48
37,12,2.553,7.4
37,13,9.608,24.98
37,14,16.129,46.77
37,15,14.426,46.16
37,16,7.415,19.28
37,17,9.824,25.54
37,18,17.899,51.91
37,19,1.541,4.01
37,20,12.887,33.51
37,21,9.963,31.88
37,22,1.421,3.69
37,23,11.074,32.11
37,24,17.622,56.39
37,25,12.596,40.31
37,26,9.682,28.08
37,27,13.168,38.19
37,28,13.809,44.19
37,29,10.374,33.2
37,30,16.338,47.38
37,31,16.593,48.12
37,32,10.754,31.19
37,33,13.479,35.04
37,34,14.225,36.99
37,35,2.692,7.0
37,36,16.936,44.03
37,38,2.391,7.65
37,39,19.015,55.14
37,40,18.19,58.21
37,41,18.497,53.64
37,42,17.252,50.03
37,43,15.489,49.57
37,44,1.857,5.94
37,45,11.349,32.91
37,46,18.755,60.02
37,47,17.206,44.74
37,48,19.649,62.88
37,49,13.114,38.03
37,50,10.764,27.99
37,51,11.712,30.45
37,52,10.764,34.45
37,53,9.568,27.75
37,54,15.209,48.67
37,55,18.378,53.3
37,56,2.118,5.51
37,57,18.01,57.63
37,58,0.565,1.47
37,59,1.855,5.94
37,60,18.843,60.3
37,61,6.665,17.33
37,62,1.856,5.94
37,63,1.117,2.9
37,64,21.69,56.39
37,65,17.293,50.15
37,66,14.75,42.77
37,67,4.241,13.57
37,68,9.518,27.6
37,69,18.191,47.3
37,70,18.107,52.51
37,71,12.47,32.42
37,72,16.483,47.8
37,73,2.225,7.12
37,74,11.702,37.45
37,75,19.198,61.43
37,76,12.439,36.07
37,77,14.862,43.1
37,78,14.706,38.24
37,79,18.653,48.5
37,80,8.283,24.02
37,81,13.91,40.34
37,82,15.679,40.77
37,83,12.143,31.57
37,84,16.669,53.34
37,85,10.404,30.17
37,86,16.88,48.95
37,87,13.008,33.82
37,88,8.675,25.16
37,89,15.165,39.43
37,90,2.231,6.47
37,91,16.847,48.86
37,92,14.364,41.66
37,93,10.123,32.39
37,94,15.819,41.13
37,95,15.3,48.96
37,96,16.684,48.38
37,97,16.446,42.76
37,98,22.295,57.97
37,99,12.265,35.57
37,100,14.65,42.48
37,101,17.213,49.92
37,102,1.789,5.19
37,103,14.139,45.25
37,104,19.722,57.19
37,105,15.383,49.23
37,106,13.564,35.27
37,107,3.336,8.67
37,108,12.417,36.01
37,109,19.778,51.42
37,110,10.863,31.5
37,111,12.855,37.28
37,112,11.581,30.11
37,113,19.269,61.66
37,114,19.837,51.58
37,115,11.566,30.07
37,116,9.142,29.25
37,117,17.527,50.83
37,118,0.523,1.36
37,119,10.023,29.07
37,120,10.213,26.55
37,121,11.678,33.86
37,122,18.338,58.68
37,123,14.145,45.26
37,124,17.804,56.97
37,125,16.151,41.99
37,126,14.955,47.85
37,127,16.821,53.83
37,128,10.57,33.83
37,129,1.582,4.11
37,130,1.682,4.88
37,131,18.814,48.92
37,132,3.014,8.74
37,133,0.998,3.19
37,134,22.944,66.54
37,135,14.365,41.66
37,136,1.646,5.27
37,137,1.413,4.52
37,138,9.895,31.66
37,139,11.631,30.24
37,140,16.993,44.18
37,141,1.065,3.09
37,142,1.227,3.93
37,143,20.23,52.6
37,144,16.152,46.84
37,145,10.868,31.52
37,146,19.041,49.51
37,147,17.697,51.32
37,148,1.677,5.37
37,149,14.953,43.36
37,150,17.794,46.27
37,151,20.763,53.98
37,152,13.857,44.34
37,153,10.885,31.57
37,154,11.791,37.73
37,155,16.411,52.51
37,156,16.551,52.96
37,157,10.108,26.28
37,158,9.885,25.7
37,159,7.819,25.02
37,160,7.959,20.69
37,161,16.112,46.72
37,162,14.292,41.45
37,163,14.542,46.54
37,164,13.217,42.29
37,165,19.781,63.3
37,166,10.554,27.44
37,167,11.74,37.57
37,168,14.862,43.1
37,169,13.879,44.41
37,170,20.494,65.58
37,171,1.934,5.61
37,172,1.372,4.39
37,173,15.069,48.22
37,174,3.245,9.41
37,175,23.964,62.31
37,176,15.628,50.01
37,177,11.04,35.33
37,178,17.302,44.99
37,179,14.756,38.37
37,180,0.982,2.55
37,181,13.035,37.8
37,182,1.87,4.86
37,183,16.434,52.59
37,184,11.654,33.8
37,185,2.026,5.88
37,186,2.58,8.26
37,187,17.39,50.43
37,188,5.328,17.05
37,189,1.846,5.35
37,190,12.026,34.87
37,191,11.942,34.63
37,192,12.827,37.2
37,193,10.114,29.33
37,194,0.616,1.6
37,195,15.427,40.11
37,196,14.046,40.73
37,197,3.9,12.48
37,198,12.04,38.53
37,199,1.15,3.33
37,200,2.651,6.89
38,0,8.4,24.36
38,1,3.336,8.67
38,2,12.296,35.66
38,3,4.156,10.81
38,4,1.514,3.94
38,5,18.374,53.28
38,6,10.325,33.04
38,7,10.17,29.49
38,8,21.448,55.76
38,9,15.244,48.78
38,10,14.435,41.86
38,11,12.407,39.7
38,12,4.814,13.96
38,13,10.327,26.85
38,14,14.799,42.92
38,15,12.126,38.8
38,16,5.838,15.18
38,17,10.896,28.33
38,18,16.699,48.43
38,19,1.058,2.75
38,20,10.506,27.32
38,21,11.096,35.51
38,22,3.536,9.19
38,23,8.864,25.7
38,24,16.005,51.21
38,25,10.237,32.76
38,26,7.293,21.15
38,27,10.781,31.27
38,28,11.438,36.6
38,29,8.003,25.61
38,30,14.916,43.25
38,31,15.704,45.54
38,32,11.091,32.16
38,33,13.624,35.42
38,34,15.055,39.14
38,35,4.928,12.81
38,36,15.603,40.57
38,37,2.391,7.65
38,39,18.124,52.56
38,40,18.13,58.02
38,41,17.145,49.72
38,42,16.045,46.53
38,43,16.181,51.78
38,44,2.788,8.92
38,45,11.678,33.87
38,46,17.473,55.91
38,47,15.914,41.38
38,48,18.253,58.41
38,49,13.003,37.71
38,50,8.393,21.82
38,51,13.062,33.96
38,52,8.374,26.8
38,53,9.688,28.1
38,54,12.838,41.08
38,55,17.227,49.96
38,56,4.398,11.44
38,57,16.57,53.02
38,58,1.969,5.12
38,59,0.537,1.72
38,60,17.534,56.11
38,61,7.87,20.46
38,62,1.526,4.88
38,63,2.038,5.3
38,64,20.49,53.27
38,65,15.031,43.59
38,66,12.36,35.84
38,67,4.042,12.93
38,68,7.223,20.95
38,69,16.8,43.68
38,70,16.567,48.04
38,71,12.799,33.28
38,72,14.979,43.44
38,73,3.297,10.55
38,74,9.362,29.96
38,75,17.848,57.11
38,76,11.918,34.56
38,77,12.492,36.23
38,78,12.504,32.51
38,79,17.569,45.68
38,80,5.895,17.1
38,81,15.263,44.26
38,82,14.49,37.67
38,83,9.818,25.53
38,84,14.279,45.69
38,85,8.13,23.58
38,86,16.044,46.53
38,87,14.008,36.42
38,88,9.439,27.37
38,89,13.599,35.36
38,90,0.277,0.8
38,91,15.585,45.2
38,92,14.993,43.48
38,93,7.853,25.13
38,94,15.028,39.07
38,95,14.873,47.59
38,96,15.947,46.25
38,97,15.181,39.47
38,98,21.077,54.8
38,99,12.055,34.96
38,100,15.091,43.77
38,101,16.362,47.45
38,102,1.016,2.95
38,103,11.808,37.79
38,104,18.273,52.99
38,105,13.048,41.75
38,106,13.688,35.59
38,107,3.451,8.97
38,108,10.052,29.15
38,109,18.439,47.94
38,110,11.345,32.9
38,111,10.469,30.36
38,112,11.506,29.92
38,113,17.968,57.5
38,114,18.432,47.92
38,115,12.051,31.33
38,116,6.798,21.75
38,117,16.333,47.37
38,118,2.141,5.57
38,119,10.857,31.49
38,120,11.38,29.59
38,121,11.76,34.11
38,122,17.118,54.78
38,123,13.091,41.89
38,124,16.262,52.04
38,125,13.761,35.78
38,126,13.463,43.08
38,127,15.38,49.22
38,128,10.722,34.31
38,129,3.972,10.33
38,130,3.675,10.66
38,131,17.403,45.25
38,132,3.963,11.49
38,133,2.263,7.24
38,134,21.762,63.11
38,135,13.09,37.96
38,136,2.341,7.49
38,137,3.729,11.93
38,138,7.557,24.18
38,139,13.178,34.26
38,140,16.194,42.1
38,141,1.327,3.85
38,142,3.602,11.53
38,143,18.771,48.8
38,144,15.403,44.67
38,145,11.624,33.71
38,146,17.999,46.8
38,147,16.504,47.86
38,148,2.64,8.45
38,149,12.699,36.83
38,150,16.44,42.74
38,151,19.508,50.72
38,152,14.233,45.55
38,153,11.248,32.62
38,154,9.401,30.08
38,155,15.622,49.99
38,156,15.204,48.65
38,157,11.169,29.04
38,158,7.584,19.72
38,159,9.27,29.67
38,160,8.698,22.62
38,161,13.722,39.79
38,162,15.232,44.17
38,163,12.197,39.03
38,164,10.929,34.97
38,165,18.678,59.77
38,166,8.29,21.55
38,167,9.388,30.04
38,168,12.473,36.17
38,169,13.08,41.85
38,170,19.809,63.39
38,171,0.885,2.57
38,172,3.424,10.96
38,173,16.291,52.13
38,174,1.681,4.87
38,175,22.759,59.17
38,176,13.252,42.41
38,177,8.653,27.69
38,178,16.116,41.9
38,179,12.398,32.23
38,180,1.75,4.55
38,181,10.835,31.42
38,182,1.467,3.81
38,183,15.176,48.56
38,184,11.805,34.23
38,185,0.791,2.29
38,186,2.684,8.59
38,187,17.928,51.99
38,188,2.937,9.4
38,189,1.938,5.62
38,190,9.636,27.94
38,191,12.969,37.61
38,192,10.629,30.82
38,193,10.212,29.61
38,194,2.861,7.44
38,195,14.27,37.1
38,196,15.015,43.54
38,197,4.002,12.81
38,198,11.78,37.7
38,199,2.322,6.73
38,200,4.319,11.23
39,0,9.856,25.62
39,1,21.427,49.28
39,2,6.455,16.78
39,3,19.741,45.4
39,4,16.737,38.49
39,5,0.508,1.32
39,6,13.844,40.15
39,7,12.374,32.17
39,8,5.152,11.85
39,9,11.945,34.64
39,10,12.764,33.19
39,11,11.884,34.46
39,12,21.077,54.8
39,13,12.595,28.97
39,14,4.691,12.2
39,15,14.791,42.9
39,16,22.239,51.15
39,17,14.062,32.34
39,18,2.871,7.46
39,19,17.975,41.34
39,20,18.835,43.32
39,21,14.34,41.59
39,22,18.573,42.72
39,23,13.614,35.4
39,24,6.583,19.09
39,25,15.931,46.2
39,26,17.547,45.62
39,27,18.576,48.3
39,28,16.561,48.03
39,29,18.492,53.63
39,30,5.244,13.63
39,31,2.426,6.31
39,32,10.641,27.67
39,33,8.593,19.76
39,34,12.507,28.77
39,35,19.06,43.84
39,36,4.302,9.89
39,37,19.015,55.14
39,38,18.124,52.56
39,40,6.537,18.96
39,41,4.047,10.52
39,42,3.222,8.38
39,43,11.69,33.9
39,44,17.24,49.99
39,45,10.326,26.85
39,46,3.396,9.85
39,47,3.866,8.89
39,48,4.531,13.14
39,49,7.588,19.73
39,50,16.194,37.25
39,51,15.588,35.85
39,52,17.61,51.07
39,53,10.651,27.69
39,54,16.882,48.96
39,55,2.312,6.01
39,56,20.698,47.61
39,57,4.894,14.19
39,58,18.517,42.59
39,59,18.267,52.97
39,60,3.638,10.55
39,61,25.671,59.04
39,62,17.351,50.32
39,63,17.906,41.18
39,64,3.804,8.75
39,65,14.613,37.99
39,66,18.728,48.69
39,67,14.787,42.88
39,68,14.911,38.77
39,69,4.428,10.19
39,70,5.803,15.09
39,71,9.874,22.71
39,72,5.818,15.13
39,73,17.05,49.44
39,74,15.417,44.71
39,75,4.036,11.7
39,76,6.857,17.83
39,77,20.113,52.29
39,78,13.17,30.29
39,79,1.682,3.87
39,80,17.531,45.58
39,81,16.044,41.71
39,82,4.191,9.64
39,83,15.119,34.77
39,84,18.901,54.81
39,85,14.474,37.63
39,86,2.156,5.61
39,87,13.519,31.09
39,88,13.109,34.08
39,89,6.843,15.74
39,90,18.385,47.8
39,91,3.829,9.96
39,92,11.216,29.16
39,93,14.484,42.0
39,94,3.242,7.46
39,95,4.86,14.09
39,96,2.555,6.64
39,97,4.078,9.38
39,98,4.371,10.05
39,99,7.791,20.26
39,100,10.023,26.06
39,101,1.815,4.72
39,102,17.724,46.08
39,103,15.435,44.76
39,104,5.05,13.13
39,105,15.774,45.75
39,106,8.454,19.44
39,107,15.711,36.13
39,108,16.132,41.94
39,109,4.023,9.25
39,110,11.166,29.03
39,111,17.173,44.65
39,112,8.705,20.02
39,113,3.591,10.42
39,114,4.668,10.74
39,115,10.918,25.11
39,116,15.671,45.45
39,117,2.987,7.77
39,118,18.499,42.55
39,119,12.944,33.65
39,120,14.492,33.33
39,121,9.19,23.89
39,122,2.904,8.42
39,123,5.102,14.8
39,124,5.844,16.95
39,125,19.171,44.09
39,126,6.429,18.64
39,127,5.187,15.04
39,128,10.089,29.26
39,129,19.696,45.3
39,130,20.659,53.71
39,131,4.579,10.53
39,132,21.844,56.8
39,133,19.737,57.24
39,134,4.685,12.18
39,135,5.639,14.66
39,136,20.169,58.49
39,137,20.1,58.29
39,138,15.486,44.91
39,139,16.853,38.76
39,140,2.107,4.85
39,141,18.616,48.4
39,142,19.773,57.34
39,143,5.288,12.16
39,144,3.002,7.81
39,145,12.379,32.19
39,146,1.278,2.94
39,147,2.904,7.55
39,148,20.388,59.13
39,149,14.006,36.42
39,150,4.176,9.6
39,151,3.645,8.38
39,152,9.735,28.23
39,153,10.674,27.75
39,154,17.774,51.55
39,155,2.679,7.77
39,156,4.58,13.28
39,157,13.968,32.13
39,158,14.92,34.32
39,159,16.008,46.42
39,160,13.332,30.66
39,161,18.679,48.57
39,162,13.245,34.44
39,163,15.87,46.02
39,164,14.481,41.99
39,165,1.952,5.66
39,166,14.333,32.97
39,167,15.705,45.54
39,168,17.911,46.57
39,169,5.144,14.92
39,170,2.373,6.88
39,171,17.685,45.98
39,172,18.461,53.54
39,173,15.401,44.66
39,174,16.448,42.76
39,175,5.677,13.06
39,176,17.313,50.21
39,177,16.921,49.07
39,178,3.049,7.01
39,179,20.46,47.06
39,180,18.131,41.7
39,181,13.186,34.28
39,182,17.368,39.95
39,183,4.039,11.71
39,184,9.459,24.59
39,185,17.678,45.96
39,186,20.766,60.22
39,187,10.899,28.34
39,188,17.457,50.62
39,189,19.928,51.81
39,190,17.38,45.19
39,191,13.661,35.52
39,192,13.181,34.27
39,193,10.217,26.56
39,194,18.82,43.29
39,195,4.252,9.78
39,196,13.408,34.86
39,197,22.125,64.16
39,198,7.81,22.65
39,199,17.877,46.48
39,200,21.664,49.83
40,0,11.443,33.18
40,1,21.098,54.86
40,2,9.976,28.93
40,3,18.329,47.66
40,4,17.062,44.36
40,5,6.152,17.84
40,6,10.333,33.06
40,7,9.263,26.86
40,8,11.439,29.74
40,9,6.466,20.69
40,10,17.811,51.65
40,11,7.718,24.7
40,12,19.647,56.98
40,13,9.338,24.28
40,14,9.721,28.19
40,15,19.032,60.9
40,16,23.344,60.69
40,17,10.269,26.7
40,18,8.828,25.6
40,19,17.616,45.8
40,20,22.186,57.68
40,21,10.434,33.39
40,22,17.305,44.99
40,23,16.806,48.74
40,24,12.355,39.53
40,25,19.516,62.45
40,26,20.074,58.21
40,27,22.042,63.92
40,28,20.448,65.43
40,29,21.138,67.64
40,30,10.47,30.36
40,31,6.396,18.55
40,32,7.632,22.13
40,33,4.813,12.51
40,34,7.088,18.43
40,35,17.308,45.0
40,36,9.794,25.46
40,37,18.19,58.21
40,38,18.13,58.02
40,39,6.537,18.96
40,41,10.229,29.66
40,42,8.807,25.54
40,43,5.858,18.74
40,44,16.337,52.28
40,45,7.072,20.51
40,46,9.692,31.01
40,47,9.483,24.66
40,48,10.965,35.09
40,49,5.128,14.87
40,50,19.177,49.86
40,51,10.885,28.3
40,52,20.472,65.51
40,53,8.624,25.01
40,54,21.127,67.61
40,55,8.506,24.67
40,56,19.355,50.32
40,57,10.873,34.79
40,58,17.815,46.32
40,59,18.08,57.86
40,60,9.947,31.83
40,61,24.653,64.1
40,62,16.932,54.18
40,63,17.198,44.71
40,64,10.139,26.36
40,65,19.664,57.02
40,66,22.616,65.59
40,67,14.164,45.32
40,68,17.516,50.8
40,69,10.49,27.27
40,70,11.772,34.14
40,71,6.067,15.77
40,72,11.148,32.33
40,73,15.979,51.13
40,74,18.759,60.03
40,75,10.411,33.32
40,76,6.662,19.32
40,77,23.834,69.12
40,78,17.626,45.83
40,79,8.012,20.83
40,80,19.605,56.85
40,81,10.644,30.87
40,82,8.687,22.59
40,83,18.624,48.42
40,84,23.273,74.47
40,85,17.409,50.49
40,86,5.967,17.3
40,87,8.48,22.05
40,88,10.173,29.5
40,89,11.561,30.06
40,90,18.342,53.19
40,91,9.218,26.73
40,92,5.882,17.06
40,93,17.316,55.41
40,94,5.887,15.31
40,95,4.006,12.82
40,96,5.283,15.32
40,97,9.223,23.98
40,98,10.613,27.59
40,99,6.092,17.67
40,100,4.778,13.86
40,101,6.047,17.53
40,102,17.421,50.52
40,103,19.532,62.5
40,104,11.467,33.25
40,105,20.192,64.61
40,106,4.704,12.23
40,107,14.955,38.88
40,108,19.644,56.97
40,109,10.504,27.31
40,110,7.782,22.57
40,111,20.715,60.07
40,112,6.64,17.26
40,113,10.008,32.03
40,114,11.125,28.93
40,115,7.197,18.71
40,116,18.128,58.01
40,117,8.729,25.31
40,118,17.734,46.11
40,119,9.341,27.09
40,120,10.455,27.18
40,121,6.521,18.91
40,122,9.071,29.03
40,123,8.129,26.01
40,124,11.711,37.48
40,125,23.372,60.77
40,126,10.975,35.12
40,127,10.661,34.11
40,128,7.641,24.45
40,129,18.349,47.71
40,130,19.624,56.91
40,131,10.827,28.15
40,132,21.202,61.49
40,133,19.101,61.12
40,134,10.683,30.98
40,135,9.486,27.51
40,136,19.669,62.94
40,137,18.91,60.51
40,138,18.215,58.29
40,139,12.147,31.58
40,140,5.685,14.78
40,141,18.157,52.66
40,142,18.578,59.45
40,143,11.766,30.59
40,144,5.497,15.94
40,145,8.51,24.68
40,146,7.763,20.18
40,147,8.747,25.37
40,148,19.804,63.37
40,149,18.472,53.57
40,150,10.09,26.23
40,151,10.166,26.43
40,152,5.051,16.16
40,153,7.547,21.89
40,154,20.933,66.98
40,155,5.706,18.26
40,156,9.869,31.58
40,157,10.068,26.18
40,158,17.66,45.92
40,159,12.709,40.67
40,160,10.712,27.85
40,161,22.938,66.52
40,162,7.757,22.49
40,163,20.041,64.13
40,164,18.375,58.8
40,165,8.487,27.16
40,166,17.325,45.05
40,167,19.039,60.92
40,168,21.936,63.62
40,169,6.803,21.77
40,170,5.449,17.44
40,171,17.444,50.59
40,172,17.232,55.14
40,173,9.67,30.94
40,174,16.527,47.93
40,175,11.499,29.9
40,176,21.62,69.18
40,177,19.934,63.79
40,178,8.646,22.48
40,179,24.1,62.66
40,180,17.512,45.53
40,181,17.095,49.58
40,182,16.968,44.12
40,183,9.168,29.34
40,184,6.578,19.08
40,185,17.479,50.69
40,186,20.465,65.49
40,187,4.527,13.13
40,188,18.522,59.27
40,189,19.587,56.8
40,190,20.652,59.89
